"","x"
"2142","9"
"2143","4"
"2144","5"
"2145","4"
"2146","5"
"2147","8"
"2148","5"
"2149","5"
"2150","4"
"2151","4"
"2152","1"
"2153","1"
"2154","8"
"2155","3"
"2156","8"
"2157","4"
"2158","5"
"2159","4"
"2160","1"
"2161","1"
"2162","5"
"2163","6"
"2164","4"
"2165","5"
"2166","1"
"2167","1"
"2168","2"
"2169","4"
"2170","4"
"2171","9"
"2172","4"
"2173","4"
"2174","5"
"2175","4"
"2176","2"
"2177","8"
"2178","8"
"2179","5"
"2180","1"
"2181","4"
"2182","2"
"2183","5"
"2184","4"
"2185","7"
"2186","4"
"2187","6"
"2188","6"
"2189","5"
"2190","1"
"2191","4"
"2192","4"
"2193","5"
"2194","5"
"2195","6"
"2196","3"
"2197","2"
"2198","6"
"2199","6"
"2200","5"
"2201","6"
"2202","7"
"2203","4"
"2204","8"
"2205","1"
"2206","6"
"2207","2"
"2208","1"
"2209","6"
"2210","1"
"2211","4"
"2212","5"
"2213","2"
"2214","5"
"2215","6"
"2216","4"
"2217","7"
"2218","1"
"2219","5"
"2220","9"
"2221","3"
"2222","3"
"2223","8"
"2224","5"
"2225","2"
"2226","4"
"2227","9"
"2228","5"
"2229","6"
"2230","5"
"2231","5"
"2232","4"
"2233","6"
"2234","2"
"2235","2"
"2236","1"
"2237","6"
"2238","8"
"2239","9"
"2240","4"
"2241","7"
"2242","5"
"2243","4"
"2244","9"
"2245","4"
"2246","5"
"2247","4"
"2248","4"
"2249","8"
"2250","5"
"2251","9"
"2252","8"
"2253","7"
"2254","5"
"2255","8"
"2256","4"
"2257","8"
"2258","6"
"2259","3"
"2260","4"
"2261","2"
"2262","4"
"2263","2"
"2264","5"
"2265","4"
"2266","3"
"2267","4"
"2268","1"
"2269","2"
"2270","4"
"2271","6"
"2272","5"
"2273","2"
"2274","6"
"2275","4"
"2276","5"
"2277","6"
"2278","6"
"2279","3"
"2280","6"
"2281","1"
"2282","4"
"2283","1"
"2284","9"
"2285","3"
"2286","6"
"2287","5"
"2288","3"
"2289","1"
"2290","5"
"2291","4"
"2292","3"
"2293","1"
"2294","9"
"2295","8"
"2296","6"
"2297","4"
"2298","3"
"2299","9"
"2300","1"
"2301","5"
"2302","5"
"2303","5"
"2304","8"
"2305","3"
"2306","2"
"2307","9"
"2308","3"
"2309","4"
"2310","3"
"2311","4"
"2312","3"
"2313","2"
"2314","2"
"2315","7"
"2316","4"
"2317","3"
"2318","2"
"2319","6"
"2320","7"
"2321","6"
"2322","3"
"2323","5"
"2324","8"
"2325","3"
"2326","8"
"2327","5"
"2328","6"
"2329","4"
"2330","4"
"2331","5"
"2332","6"
"2333","6"
"2334","4"
"2335","1"
"2336","2"
"2337","6"
"2338","9"
"2339","5"
"2340","5"
"2341","9"
"2342","6"
"2343","3"
"2344","6"
"2345","4"
"2346","6"
"2347","7"
"2348","4"
"2349","6"
"2350","5"
"2351","5"
"2352","3"
"2353","1"
"2354","1"
"2355","6"
"2356","1"
"2357","4"
"2358","5"
"2359","6"
"2360","1"
"2361","6"
"2362","7"
"2363","3"
"2364","9"
"2365","4"
"2366","8"
"2367","8"
"2368","1"
"2369","6"
"2370","9"
"2371","9"
"2372","7"
"2373","5"
"2374","5"
"2375","3"
"2376","5"
"2377","9"
"2378","2"
"2379","1"
"2380","4"
"2381","4"
"2382","3"
"2383","5"
"2384","2"
"2385","5"
"2386","5"
"2387","4"
"2388","5"
"2389","8"
"2390","9"
"2391","7"
"2392","7"
"2393","6"
"2394","8"
"2395","4"
"2396","1"
"2397","8"
"2398","9"
"2399","5"
"2400","2"
"2401","2"
"2402","8"
"2403","5"
"2404","3"
"2405","6"
"2406","6"
"2407","4"
"2408","4"
"2409","6"
"2410","2"
"2411","6"
"2412","4"
"2413","2"
"2414","3"
"2415","5"
"2416","3"
"2417","5"
"2418","1"
"2419","1"
"2420","2"
"2421","5"
"2422","4"
"2423","4"
"2424","8"
"2425","5"
"2426","1"
"2427","6"
"2428","5"
"2429","9"
"2430","6"
"2431","3"
"2432","9"
"2433","9"
"2434","5"
"2435","5"
"2436","2"
"2437","5"
"2438","5"
"2439","6"
"2440","5"
"2441","5"
"2442","6"
"2443","1"
"2444","2"
"2445","2"
"2446","9"
"2447","1"
"2448","5"
"2449","6"
"2450","5"
"2451","6"
"2452","9"
"2453","3"
"2454","6"
"2455","8"
"2456","6"
"2457","1"
"2458","8"
"2459","3"
"2460","6"
"2461","8"
"2462","9"
"2463","5"
"2464","6"
"2465","4"
"2466","1"
"2467","5"
"2468","4"
"2469","4"
"2470","4"
"2471","5"
"2472","9"
"2473","5"
"2474","1"
"2475","7"
"2476","3"
"2477","5"
"2478","1"
"2479","5"
"2480","5"
"2481","6"
"2482","5"
"2483","3"
"2484","9"
"2485","5"
"2486","4"
"2487","6"
"2488","6"
"2489","2"
"2490","1"
"2491","1"
"2492","5"
"2493","5"
"2494","4"
"2495","6"
"2496","4"
"2497","4"
"2498","9"
"2499","5"
"2500","2"
"2501","1"
"2502","2"
"2503","1"
"2504","8"
"2505","5"
"2506","9"
"2507","3"
"2508","7"
"2509","5"
"2510","8"
"2511","6"
"2512","9"
"2513","6"
"2514","2"
"2515","5"
"2516","5"
"2517","5"
"2518","6"
"2519","9"
"2520","2"
"2521","3"
"2522","5"
"2523","6"
"2524","6"
"2525","6"
"2526","1"
"2527","5"
"2528","1"
"2529","3"
"2530","5"
"2531","1"
"2532","1"
"2533","1"
"2534","8"
"2535","8"
"2536","5"
"2537","4"
"2538","5"
"2539","6"
"2540","4"
"2541","9"
"2542","8"
"2543","8"
"2544","6"
"2545","5"
"2546","9"
"2547","7"
"2548","5"
"2549","2"
"2550","6"
"2551","6"
"2552","4"
"2553","4"
"2554","1"
"2555","5"
"2556","4"
"2557","5"
"2558","4"
"2559","5"
"2560","4"
"2561","6"
"2562","7"
"2563","6"
"2564","4"
"2565","4"
"2566","8"
"2567","6"
"2568","1"
"2569","3"
"2570","4"
"2571","5"
"2572","6"
"2573","6"
"2574","6"
"2575","5"
"2576","6"
"2577","8"
"2578","7"
"2579","1"
"2580","3"
"2581","5"
"2582","8"
"2583","2"
"2584","5"
"2585","5"
"2586","6"
"2587","5"
"2588","6"
"2589","1"
"2590","3"
"2591","9"
"2592","4"
"2593","6"
"2594","8"
"2595","9"
"2596","9"
"2597","5"
"2598","5"
"2599","6"
"2600","4"
"2601","6"
"2602","5"
"2603","6"
"2604","5"
"2605","2"
"2606","9"
"2607","6"
"2608","3"
"2609","1"
"2610","2"
"2611","9"
"2612","1"
"2613","4"
"2614","1"
"2615","5"
"2616","4"
"2617","4"
"2618","8"
"2619","2"
"2620","4"
"2621","9"
"2622","9"
"2623","9"
"2624","1"
"2625","4"
"2626","9"
"2627","3"
"2628","6"
"2629","1"
"2630","6"
"2631","3"
"2632","1"
"2633","5"
"2634","6"
"2635","5"
"2636","5"
"2637","3"
"2638","4"
"2639","4"
"2640","2"
"2641","8"
"2642","6"
"2643","4"
"2644","1"
"2645","5"
"2646","2"
"2647","8"
"2648","8"
"2649","4"
"2650","5"
"2651","2"
"2652","9"
"2653","2"
"2654","4"
"2655","2"
"2656","4"
"2657","3"
"2658","4"
"2659","5"
"2660","8"
"2661","6"
"2662","4"
"2663","2"
"2664","5"
"2665","4"
"2666","6"
"2667","2"
"2668","2"
"2669","4"
"2670","5"
"2671","6"
"2672","7"
"2673","2"
"2674","5"
"2675","8"
"2676","6"
"2677","9"
"2678","2"
"2679","5"
"2680","5"
"2681","8"
"2682","5"
"2683","3"
"2684","3"
"2685","1"
"2686","6"
"2687","2"
"2688","9"
"2689","1"
"2690","2"
"2691","3"
"2692","6"
"2693","6"
"2694","1"
"2695","2"
"2696","5"
"2697","5"
"2698","4"
"2699","5"
"2700","6"
"2701","5"
"2702","8"
"2703","9"
"2704","2"
"2705","1"
"2706","5"
"2707","5"
"2708","1"
"2709","4"
"2710","1"
"2711","1"
"2712","5"
"2713","1"
"2714","2"
"2715","9"
"2716","5"
"2717","1"
"2718","5"
"2719","1"
"2720","7"
"2721","4"
"2722","1"
"2723","5"
"2724","5"
"2725","5"
"2726","8"
"2727","5"
"2728","5"
"2729","1"
"2730","5"
"2731","7"
"2732","7"
"2733","5"
"2734","9"
"2735","3"
"2736","8"
"2737","5"
"2738","5"
"2739","6"
"2740","3"
"2741","1"
"2742","5"
"2743","6"
"2744","8"
"2745","4"
"2746","6"
"2747","6"
"2748","3"
"2749","5"
"2750","5"
"2751","2"
"2752","6"
"2753","2"
"2754","4"
"2755","4"
"2756","9"
"2757","5"
"2758","5"
"2759","5"
"2760","6"
"2761","5"
"2762","8"
"2763","3"
"2764","3"
"2765","5"
"2766","2"
"2767","5"
"2768","5"
"2769","1"
"2770","2"
"2771","4"
"2772","6"
"2773","4"
"2774","8"
"2775","6"
"2776","6"
"2777","6"
"2778","9"
"2779","5"
"2780","4"
"2781","9"
"2782","4"
"2783","4"
"2784","1"
"2785","5"
"2786","5"
"2787","5"
"2788","7"
"2789","8"
"2790","1"
"2791","5"
"2792","6"
"2793","4"
"2794","5"
"2795","2"
"2796","7"
"2797","3"
"2798","8"
"2799","5"
"2800","8"
"2801","5"
"2802","9"
"2803","6"
"2804","6"
"2805","6"
"2806","3"
"2807","5"
"2808","4"
"2809","9"
"2810","3"
"2811","4"
"2812","9"
"2813","5"
"2814","6"
"2815","1"
"2816","4"
"2817","4"
"2818","6"
"2819","5"
"2820","8"
"2821","4"
"2822","8"
"2823","6"
"2824","2"
"2825","6"
"2826","5"
"2827","5"
"2828","5"
"2829","4"
"2830","9"
"2831","9"
"2832","5"
"2833","3"
"2834","3"
"2835","5"
"2836","4"
"2837","4"
"2838","4"
"2839","6"
"2840","5"
"2841","9"
"2842","4"
"2843","2"
"2844","1"
"2845","5"
"2846","4"
"2847","8"
"2848","5"
"2849","5"
"2850","5"
"2851","4"
"2852","4"
"2853","5"
"2854","4"
"2855","5"
"2856","5"
"2857","6"
"2858","5"
"2859","3"
"2860","2"
"2861","3"
"2862","2"
"2863","2"
"2864","7"
"2865","3"
"2866","5"
"2867","4"
"2868","4"
"2869","5"
"2870","8"
"2871","3"
"2872","9"
"2873","6"
"2874","5"
"2875","8"
"2876","1"
"2877","2"
"2878","5"
"2879","2"
"2880","5"
"2881","6"
"2882","2"
"2883","6"
"2884","4"
"2885","4"
"2886","5"
"2887","6"
"2888","5"
"2889","5"
"2890","9"
"2891","6"
"2892","1"
"2893","4"
"2894","3"
"2895","1"
"2896","2"
"2897","1"
"2898","6"
"2899","2"
"2900","4"
"2901","4"
"2902","9"
"2903","9"
"2904","8"
"2905","4"
"2906","5"
"2907","5"
"2908","8"
"2909","5"
"2910","3"
"2911","7"
"2912","5"
"2913","4"
"2914","5"
"2915","5"
"2916","6"
"2917","5"
"2918","5"
"2919","6"
"2920","9"
"2921","4"
"2922","4"
"2923","6"
"2924","5"
"2925","5"
"2926","7"
"2927","6"
"2928","5"
"2929","3"
"2930","3"
"2931","5"
"2932","4"
"2933","7"
"2934","8"
"2935","3"
"2936","4"
"2937","6"
"2938","9"
"2939","1"
"2940","2"
"2941","6"
"2942","2"
"2943","4"
"2944","6"
"2945","2"
"2946","6"
"2947","9"
"2948","1"
"2949","5"
"2950","9"
"2951","4"
"2952","9"
"2953","6"
"2954","5"
"2955","1"
"2956","7"
"2957","5"
"2958","8"
"2959","1"
"2960","4"
"2961","5"
"2962","5"
"2963","4"
"2964","5"
"2965","9"
"2966","1"
"2967","5"
"2968","1"
"2969","2"
"2970","3"
"2971","4"
"2972","4"
"2973","9"
"2974","4"
"2975","4"
"2976","5"
"2977","6"
"2978","5"
"2979","1"
"2980","1"
"2981","8"
"2982","6"
"2983","4"
"2984","7"
"2985","6"
"2986","9"
"2987","6"
"2988","8"
"2989","8"
"2990","6"
"2991","5"
"2992","9"
"2993","9"
"2994","1"
"2995","2"
"2996","5"
"2997","5"
"2998","3"
"2999","5"
"3000","5"
"3001","5"
"3002","7"
"3003","1"
"3004","4"
"3005","6"
"3006","4"
"3007","1"
"3008","5"
"3009","2"
"3010","3"
"3011","6"
"3012","9"
"3013","8"
"3014","7"
"3015","9"
"3016","8"
"3017","1"
"3018","6"
"3019","2"
"3020","8"
"3021","6"
"3022","9"
"3023","2"
"3024","2"
"3025","5"
"3026","4"
"3027","4"
"3028","4"
"3029","3"
"3030","6"
"3031","3"
"3032","9"
"3033","1"
"3034","1"
"3035","7"
"3036","3"
"3037","6"
"3038","4"
"3039","4"
"3040","7"
"3041","4"
"3042","4"
"3043","8"
"3044","5"
"3045","1"
"3046","1"
"3047","6"
"3048","8"
"3049","5"
"3050","8"
"3051","6"
"3052","5"
"3053","4"
"3054","3"
"3055","2"
"3056","5"
"3057","4"
"3058","4"
"3059","3"
"3060","6"
"3061","4"
"3062","2"
"3063","8"
"3064","2"
"3065","5"
"3066","4"
"3067","6"
"3068","8"
"3069","8"
"3070","5"
"3071","6"
"3072","9"
"3073","6"
"3074","6"
"3075","5"
"3076","5"
"3077","5"
"3078","5"
"3079","6"
"3080","6"
"3081","6"
"3082","1"
"3083","2"
"3084","3"
"3085","4"
"3086","1"
"3087","4"
"3088","8"
"3089","4"
"3090","2"
"3091","5"
"3092","6"
"3093","5"
"3094","9"
"3095","9"
"3096","6"
"3097","8"
"3098","1"
"3099","5"
"3100","4"
"3101","9"
"3102","1"
"3103","5"
"3104","2"
"3105","1"
"3106","6"
"3107","4"
"3108","5"
"3109","4"
"3110","1"
"3111","5"
"3112","3"
"3113","3"
"3114","5"
"3115","6"
"3116","6"
"3117","4"
"3118","2"
"3119","8"
"3120","9"
"3121","6"
"3122","5"
"3123","6"
"3124","9"
"3125","8"
"3126","6"
"3127","4"
"3128","8"
"3129","2"
"3130","6"
"3131","3"
"3132","1"
"3133","4"
"3134","6"
"3135","5"
"3136","3"
"3137","1"
"3138","5"
"3139","6"
"3140","4"
"3141","5"
"3142","8"
"3143","1"
"3144","5"
"3145","2"
"3146","2"
"3147","5"
"3148","4"
"3149","9"
"3150","5"
"3151","8"
"3152","1"
"3153","4"
"3154","2"
"3155","3"
"3156","3"
"3157","3"
"3158","2"
"3159","5"
"3160","7"
"3161","5"
"3162","1"
"3163","5"
"3164","5"
"3165","5"
"3166","5"
"3167","8"
"3168","5"
"3169","2"
"3170","8"
"3171","6"
"3172","3"
"3173","6"
"3174","1"
"3175","1"
"3176","9"
"3177","2"
"3178","1"
"3179","9"
"3180","5"
"3181","5"
"3182","7"
"3183","1"
"3184","9"
"3185","4"
"3186","4"
"3187","4"
"3188","6"
"3189","3"
"3190","5"
"3191","1"
"3192","6"
"3193","2"
"3194","3"
"3195","5"
"3196","9"
"3197","2"
"3198","5"
"3199","8"
"3200","8"
"3201","6"
"3202","8"
"3203","5"
"3204","4"
"3205","3"
"3206","2"
"3207","4"
"3208","5"
"3209","5"
"3210","1"
"3211","5"
"3212","8"
"3213","2"
"3214","5"
"3215","1"
"3216","1"
"3217","1"
"3218","4"
"3219","6"
"3220","6"
"3221","5"
"3222","9"
"3223","3"
"3224","5"
"3225","4"
"3226","2"
"3227","5"
"3228","9"
"3229","3"
"3230","2"
"3231","5"
"3232","2"
"3233","2"
"3234","5"
"3235","1"
"3236","7"
"3237","5"
"3238","2"
"3239","5"
"3240","3"
"3241","1"
"3242","4"
"3243","6"
"3244","4"
"3245","4"
"3246","8"
"3247","5"
"3248","6"
"3249","8"
"3250","3"
"3251","2"
"3252","3"
"3253","8"
"3254","6"
"3255","8"
"3256","5"
"3257","6"
"3258","2"
"3259","1"
"3260","5"
"3261","3"
"3262","8"
"3263","8"
"3264","2"
"3265","4"
"3266","6"
"3267","4"
"3268","4"
"3269","3"
"3270","5"
"3271","6"
"3272","3"
"3273","6"
"3274","4"
"3275","3"
"3276","6"
"3277","9"
"3278","5"
"3279","2"
"3280","2"
"3281","2"
"3282","9"
"3283","6"
"3284","2"
"3285","5"
"3286","4"
"3287","6"
"3288","1"
"3289","5"
"3290","5"
"3291","7"
"3292","1"
"3293","8"
"3294","7"
"3295","2"
"3296","5"
"3297","4"
"3298","2"
"3299","1"
"3300","1"
"3301","5"
"3302","8"
"3303","8"
"3304","5"
"3305","9"
"3306","6"
"3307","5"
"3308","2"
"3309","6"
"3310","9"
"3311","8"
"3312","5"
"3313","6"
"3314","4"
"3315","1"
"3316","2"
"3317","3"
"3318","9"
"3319","3"
"3320","6"
"3321","8"
"3322","5"
"3323","2"
"3324","5"
"3325","5"
"3326","3"
"3327","3"
"3328","1"
"3329","2"
"3330","3"
"3331","6"
"3332","1"
"3333","4"
"3334","5"
"3335","6"
"3336","5"
"3337","4"
"3338","6"
"3339","2"
"3340","5"
"3341","5"
"3342","4"
"3343","3"
"3344","6"
"3345","1"
"3346","4"
"3347","1"
"3348","4"
"3349","5"
"3350","6"
"3351","4"
"3352","6"
"3353","3"
"3354","8"
"3355","6"
"3356","4"
"3357","2"
"3358","6"
"3359","1"
"3360","6"
"3361","9"
"3362","6"
"3363","9"
"3364","2"
"3365","2"
"3366","4"
"3367","6"
"3368","7"
"3369","2"
"3370","4"
"3371","2"
"3372","8"
"3373","1"
"3374","5"
"3375","6"
"3376","5"
"3377","9"
"3378","1"
"3379","6"
"3380","5"
"3381","6"
"3382","8"
"3383","1"
"3384","1"
"3385","5"
"3386","5"
"3387","5"
"3388","4"
"3389","3"
"3390","1"
"3391","5"
"3392","6"
"3393","2"
"3394","8"
"3395","1"
"3396","3"
"3397","2"
"3398","5"
"3399","6"
"3400","2"
"3401","3"
"3402","3"
"3403","2"
"3404","5"
"3405","6"
"3406","5"
"3407","6"
"3408","3"
"3409","4"
"3410","9"
"3411","3"
"3412","4"
"3413","4"
"3414","8"
"3415","5"
"3416","2"
"3417","8"
"3418","4"
"3419","2"
"3420","5"
"3421","1"
"3422","4"
"3423","5"
"3424","2"
"3425","6"
"3426","3"
"3427","4"
"3428","5"
"3429","4"
"3430","5"
"3431","6"
"3432","3"
"3433","7"
"3434","5"
"3435","6"
"3436","2"
"3437","6"
"3438","5"
"3439","4"
"3440","6"
"3441","5"
"3442","1"
"3443","3"
"3444","7"
"3445","4"
"3446","5"
"3447","5"
"3448","5"
"3449","4"
"3450","1"
"3451","1"
"3452","9"
"3453","6"
"3454","6"
"3455","3"
"3456","2"
"3457","3"
"3458","2"
"3459","9"
"3460","5"
"3461","4"
"3462","4"
"3463","6"
"3464","6"
"3465","5"
"3466","5"
"3467","6"
"3468","9"
"3469","5"
"3470","3"
"3471","3"
"3472","6"
"3473","1"
"3474","4"
"3475","5"
"3476","2"
"3477","7"
"3478","8"
"3479","5"
"3480","4"
"3481","9"
"3482","7"
"3483","2"
"3484","5"
"3485","6"
"3486","5"
"3487","7"
"3488","2"
"3489","2"
"3490","1"
"3491","1"
"3492","2"
"3493","5"
"3494","2"
"3495","5"
"3496","6"
"3497","8"
"3498","4"
"3499","4"
"3500","4"
"3501","4"
"3502","6"
"3503","1"
"3504","6"
"3505","5"
"3506","5"
"3507","8"
"3508","1"
"3509","9"
"3510","5"
"3511","1"
"3512","4"
"3513","2"
"3514","5"
"3515","1"
"3516","6"
"3517","4"
"3518","4"
"3519","6"
"3520","1"
"3521","2"
"3522","5"
"3523","3"
"3524","1"
"3525","1"
"3526","4"
"3527","2"
"3528","6"
"3529","8"
"3530","3"
"3531","9"
"3532","6"
"3533","5"
"3534","5"
"3535","5"
"3536","5"
"3537","8"
"3538","4"
"3539","2"
"3540","6"
"3541","3"
"3542","4"
"3543","2"
"3544","3"
"3545","2"
"3546","4"
"3547","5"
"3548","1"
"3549","9"
"3550","5"
"3551","5"
"3552","9"
"3553","8"
"3554","3"
"3555","4"
"3556","6"
"3557","5"
"3558","5"
"3559","1"
"3560","4"
"3561","3"
"3562","5"
"3563","1"
"3564","3"
"3565","3"
"3566","9"
"3567","1"
"3568","6"
"3569","6"
"3570","7"
"3571","5"
"3572","8"
"3573","8"
"3574","5"
"3575","5"
"3576","6"
"3577","4"
"3578","1"
"3579","5"
"3580","4"
"3581","2"
"3582","4"
"3583","5"
"3584","4"
"3585","9"
"3586","5"
"3587","4"
"3588","9"
"3589","1"
"3590","8"
"3591","2"
"3592","5"
"3593","7"
"3594","6"
"3595","7"
"3596","3"
"3597","1"
"3598","6"
"3599","4"
"3600","5"
"3601","4"
"3602","5"
"3603","3"
"3604","5"
"3605","4"
"3606","9"
"3607","2"
"3608","6"
"3609","2"
"3610","8"
"3611","9"
"3612","5"
"3613","5"
"3614","4"
"3615","7"
"3616","1"
"3617","9"
"3618","6"
"3619","5"
"3620","2"
"3621","4"
"3622","4"
"3623","5"
"3624","1"
"3625","6"
"3626","5"
"3627","4"
"3628","7"
"3629","4"
"3630","4"
"3631","5"
"3632","2"
"3633","1"
"3634","3"
"3635","4"
"3636","6"
"3637","1"
"3638","2"
"3639","9"
"3640","7"
"3641","4"
"3642","1"
"3643","8"
"3644","3"
"3645","2"
"3646","6"
"3647","5"
"3648","5"
"3649","4"
"3650","6"
"3651","6"
"3652","2"
"3653","2"
"3654","5"
"3655","6"
"3656","1"
"3657","7"
"3658","1"
"3659","6"
"3660","1"
"3661","5"
"3662","3"
"3663","4"
"3664","4"
"3665","5"
"3666","9"
"3667","5"
"3668","4"
"3669","4"
"3670","9"
"3671","2"
"3672","5"
"3673","1"
"3674","4"
"3675","5"
"3676","3"
"3677","4"
"3678","9"
"3679","8"
"3680","2"
"3681","4"
"3682","1"
"3683","8"
"3684","8"
"3685","5"
"3686","8"
"3687","7"
"3688","9"
"3689","6"
"3690","9"
"3691","6"
"3692","3"
"3693","6"
"3694","6"
"3695","2"
"3696","4"
"3697","6"
"3698","7"
"3699","5"
"3700","6"
"3701","1"
"3702","5"
"3703","2"
"3704","5"
"3705","5"
"3706","7"
"3707","8"
"3708","7"
"3709","6"
"3710","4"
"3711","6"
"3712","9"
"3713","1"
"3714","5"
"3715","6"
"3716","4"
"3717","4"
"3718","5"
"3719","2"
"3720","6"
"3721","2"
"3722","2"
"3723","2"
"3724","3"
"3725","5"
"3726","3"
"3727","3"
"3728","2"
"3729","5"
"3730","5"
"3731","5"
"3732","9"
"3733","4"
"3734","6"
"3735","2"
"3736","9"
"3737","1"
"3738","4"
"3739","6"
"3740","2"
"3741","4"
"3742","5"
"3743","5"
"3744","3"
"3745","6"
"3746","1"
"3747","4"
"3748","8"
"3749","5"
"3750","6"
"3751","9"
"3752","5"
"3753","4"
"3754","6"
"3755","5"
"3756","8"
"3757","5"
"3758","5"
"3759","4"
"3760","5"
"3761","4"
"3762","6"
"3763","9"
"3764","1"
"3765","9"
"3766","2"
"3767","6"
"3768","4"
"3769","2"
"3770","5"
"3771","6"
"3772","6"
"3773","8"
"3774","4"
"3775","1"
"3776","4"
"3777","3"
"3778","4"
"3779","8"
"3780","9"
"3781","2"
"3782","2"
"3783","2"
"3784","1"
"3785","5"
"3786","5"
"3787","3"
"3788","6"
"3789","3"
"3790","6"
"3791","2"
"3792","9"
"3793","4"
"3794","6"
"3795","2"
"3796","1"
"3797","3"
"3798","1"
"3799","5"
"3800","5"
"3801","8"
"3802","2"
"3803","4"
"3804","7"
"3805","9"
"3806","2"
"3807","7"
"3808","9"
"3809","4"
"3810","4"
"3811","6"
"3812","9"
"3813","1"
"3814","6"
"3815","1"
"3816","5"
"3817","4"
"3818","5"
"3819","6"
"3820","5"
"3821","6"
"3822","5"
"3823","3"
"3824","6"
"3825","1"
"3826","6"
"3827","9"
"3828","6"
"3829","3"
"3830","8"
"3831","5"
"3832","1"
"3833","4"
"3834","6"
"3835","1"
"3836","8"
"3837","6"
"3838","1"
"3839","4"
"3840","9"
"3841","4"
"3842","6"
"3843","8"
"3844","6"
"3845","6"
"3846","5"
"3847","8"
"3848","6"
"3849","8"
"3850","4"
"3851","6"
"3852","2"
"3853","9"
"3854","5"
"3855","6"
"3856","6"
"3857","6"
"3858","3"
"3859","5"
"3860","2"
"3861","5"
"3862","4"
"3863","9"
"3864","4"
"3865","7"
"3866","1"
"3867","4"
"3868","4"
"3869","1"
"3870","6"
"3871","1"
"3872","5"
"3873","5"
"3874","1"
"3875","8"
"3876","1"
"3877","6"
"3878","9"
"3879","5"
"3880","8"
"3881","2"
"3882","3"
"3883","4"
"3884","6"
"3885","3"
"3886","4"
"3887","3"
"3888","3"
"3889","4"
"3890","5"
"3891","2"
"3892","6"
"3893","5"
"3894","5"
"3895","7"
"3896","6"
"3897","4"
"3898","6"
"3899","8"
"3900","6"
"3901","8"
"3902","4"
"3903","7"
"3904","2"
"3905","1"
"3906","5"
"3907","4"
"3908","9"
"3909","3"
"3910","4"
"3911","6"
"3912","6"
"3913","2"
"3914","5"
"3915","4"
"3916","8"
"3917","3"
"3918","5"
"3919","4"
"3920","7"
"3921","4"
"3922","4"
"3923","9"
"3924","5"
"3925","3"
"3926","9"
"3927","2"
"3928","5"
"3929","9"
"3930","9"
"3931","5"
"3932","7"
"3933","4"
"3934","5"
"3935","5"
"3936","4"
"3937","9"
"3938","5"
"3939","6"
"3940","1"
"3941","4"
"3942","9"
"3943","2"
"3944","2"
"3945","3"
"3946","6"
"3947","7"
"3948","5"
"3949","9"
"3950","6"
"3951","8"
"3952","4"
"3953","4"
"3954","3"
"3955","2"
"3956","6"
"3957","5"
"3958","2"
"3959","6"
"3960","4"
"3961","7"
"3962","5"
"3963","1"
"3964","3"
"3965","3"
"3966","1"
"3967","8"
"3968","6"
"3969","7"
"3970","8"
"3971","2"
"3972","2"
"3973","8"
"3974","8"
"3975","2"
"3976","3"
"3977","1"
"3978","1"
"3979","3"
"3980","6"
"3981","6"
"3982","6"
"3983","1"
"3984","4"
"3985","7"
"3986","3"
"3987","3"
"3988","5"
"3989","5"
"3990","6"
"3991","4"
"3992","6"
"3993","2"
"3994","8"
"3995","5"
"3996","5"
"3997","4"
"3998","4"
"3999","9"
"4000","6"
"4001","7"
"4002","8"
"4003","5"
"4004","4"
"4005","8"
"4006","3"
"4007","8"
"4008","9"
"4009","6"
"4010","9"
"4011","6"
"4012","6"
"4013","5"
"4014","7"
"4015","5"
"4016","6"
"4017","1"
"4018","4"
"4019","1"
"4020","6"
"4021","9"
"4022","4"
"4023","6"
"4024","5"
"4025","4"
"4026","5"
"4027","6"
"4028","4"
"4029","3"
"4030","8"
"4031","1"
"4032","4"
"4033","7"
"4034","6"
"4035","7"
"4036","8"
"4037","4"
"4038","4"
"4039","4"
"4040","9"
"4041","8"
"4042","2"
"4043","4"
"4044","4"
"4045","5"
"4046","3"
"4047","8"
"4048","8"
"4049","4"
"4050","5"
"4051","9"
"4052","6"
"4053","6"
"4054","1"
"4055","2"
"4056","4"
"4057","2"
"4058","4"
"4059","9"
"4060","5"
"4061","4"
"4062","6"
"4063","1"
"4064","1"
"4065","8"
"4066","3"
"4067","1"
"4068","6"
"4069","6"
"4070","8"
"4071","1"
"4072","1"
"4073","5"
"4074","3"
"4075","7"
"4076","1"
"4077","6"
"4078","1"
"4079","9"
"4080","2"
"4081","5"
"4082","1"
"4083","1"
"4084","1"
"4085","3"
"4086","3"
"4087","6"
"4088","6"
"4089","3"
"4090","8"
"4091","8"
"4092","4"
"4093","1"
"4094","3"
"4095","8"
"4096","9"
"4097","9"
"4098","2"
"4099","5"
"4100","5"
"4101","9"
"4102","6"
"4103","7"
"4104","8"
"4105","3"
"4106","5"
"4107","2"
"4108","7"
"4109","8"
"4110","8"
"4111","9"
"4112","5"
"4113","3"
"4114","5"
"4115","2"
"4116","4"
"4117","5"
"4118","4"
"4119","1"
"4120","4"
"4121","1"
"4122","5"
"4123","5"
"4124","4"
"4125","2"
"4126","5"
"4127","5"
"4128","2"
"4129","3"
"4130","6"
"4131","9"
"4132","4"
"4133","4"
"4134","1"
"4135","6"
"4136","2"
"4137","4"
"4138","4"
"4139","4"
"4140","6"
